barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
224DB0433,07/05/2010,MODERN TELEVISION PRACTICE,2,GULATI R R ,E &amp; TC,621.388/GUL,,DB,
224DB0434,07/05/2010,COMMUNICATION SYSTEMS,4,CARLSON A BRUCE ,E &amp; TC,621.382/CAR,,DB,
224DB0435,07/05/2010,INFORMATION THEORY CODING AND CRYPTOGRAPHY,2,BOSE RANJAN ,IT,003.54/BOS,,DB,
224DB0436,07/05/2010,MS DOS PROGRAMMING,2,DUNCAN RAY ,COMPUTER,005.4469/DUN,,DB,
224DB0437,07/05/2010,COMPUTER SCIENCE,,FOROUZAN BEHROUZ ,IT,004/FOR,,DB,
224DB0438,07/05/2010,ELECTRONIC PRODUCT DESIGN,,KADUSKAR R G ,E &amp; TC,621.381/KAD,,DB,
224DB0439,07/05/2010,OPERATING SYSTEM PRINCIPLES,7,SILBERSCHATZ ABRAHAM ,COMPUTER,005.43/SIL,,DB,
224DB0440,07/05/2010,POWER ELECTRONICS,2,SINGH S.K. ,E &amp; TC,621.317/SIN,,DB,
224DB0441,22/05/2010,LET US C++,,KANETKAR YASHAVANT ,COMPUTER,005.133C++/KAN,,DB,
224DB0442,22/05/2010,LET US C++,,KANETKAR YASHAVANT ,COMPUTER,005.133C++/KAN,,DB,
224DB0443,22/05/2010,LEX AND YACC,2,LEVINE J.R. ,COMPUTER,005.4469/LEV,,DB,
224DB0444,22/05/2010,LINUX KERNEL DEVELOPMENT,2,ROBERT LOVE ,COMPUTER,005.4468/ROB,,DB,
224DB0445,22/05/2010,ADVANCED MS DOS PROGRAMMING,,DUNCAN RAY ,COMPUTER,005.4469/DUN,,DB,
224DB0446,14/06/2010,SOLARIS INTERNALS,2,CANTRILL BRYAN ,COMPUTER,004.65/CAN,,DB,
224DB0447,16/06/2010,LET US C++,2,KANETKAR YASHAVANT ,COMPUTER,005.133C++/KAN,,DB,
224DB0448,16/06/2010,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0449,16/06/2010,THE DESIGN OF THE UNIX OPERTATING SYSTEMS,,BACH MOURICE ,COMPUTER,005.4469/BAC,,DB,
224DB0450,16/06/2010,KARYA KI SAMASAYYE,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0451,16/06/2010,EK VIDNAN KA VIKAS,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0452,16/06/2010,SUKH KA MARG,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0453,16/06/2010,MOULIK SHODH PRABHAND,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0454,16/06/2010,MOULIK SHODH PRABHAND,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0455,16/06/2010,SUKH KA MARG,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0456,16/06/2010,SCIENTOLOGY VICHARON KE MUL SIDDHANT,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0457,16/06/2010,SCIENTOLOGY VICHARON KE MUL SIDDHANT,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0458,16/06/2010,EK VIDNAN KA VIKAS,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0459,16/06/2010,KARYA KI SAMASAYYE,,HERBERT L RON ,COMPUTER,800/HER,,DB,
224DB0460,16/06/2010,ATMA VISHLESHAN,,HERBERT L RON ,E &amp; TC,800/HER,,DB,
224DB0461,16/06/2010,ATMA VISHLESHAN,,HERBERT L RON ,E &amp; TC,800/HER,,DB,
224DB0462,16/06/2010,NAYA NAJRIYA JINE KA,,HERBERT L RON ,E &amp; TC,800/HER,,DB,
224DB0463,16/06/2010,DYNETICS,,HERBERT L RON ,E &amp; TC,800/HER,,DB,
224DB0464,16/06/2010,DYNETICS,,HERBERT L RON ,E &amp; TC,800/HER,,DB,
224DB0465,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3, ,COMPUTER,005.74/,,DB,
224DB0466,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3,CHONG R F ,COMPUTER,005.74/CHO,,DB,
224DB0467,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3,CHONG R F ,COMPUTER,005.74/CHO,,DB,
224DB0468,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3,CHONG R F ,COMPUTER,005.74/CHO,,DB,
224DB0469,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3,CHONG R F ,COMPUTER,005.74/CHO,,DB,
224DB0470,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3,CHONG R F ,COMPUTER,005.74/CHO,,DB,
224DB0471,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3,CHONG R F ,COMPUTER,005.74/CHO,,DB,
224DB0472,16/06/2010,GETTING STARTED WITH DB2 EXPRESS-C,3,CHONG R F ,COMPUTER,005.74/CHO,,DB,
224DB0473,16/06/2010,RIT ABHYASACHI KHATRI YASHACHI,,JAVDEKAR PRACHI ,E &amp; TC,800/JAV,,DB,
224DB0474,15/07/2010,TEACH YOURSELF SHELL PROGRAMMING IN 14 DAYS,,HUSAIN K ,IT,005.4469/HUS,,DB,
224DB0475,15/07/2010,COMPLETE REFERENCE SOLARIS 10,,WATTERS P A ,ME-COMP,004.68/WAT,,DB,
224DB0476,15/07/2010,SOLARIS INTERNALS,2,MCDOUGALL R ,ME-COMP,004.68/MCD,,DB,
224DB0477,03/08/2010,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0478,03/08/2011,LET US C,8,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0479,13/08/2010,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0480,18/08/2010,TEACH YOURSELF C++,,HERBERT SCHILDT ,COMPUTER,005.133c/HER,,DB,
224DB0481,27/08/2010,UNIX CONCEPTS AND APPLICATIONS,4,DAS SUMITABHA ,ME-COMP,005.4469/DAS,,DB,
224DB0482,05/02/2011,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0483,27/08/2010,PRGRAMMING IN ANSI C,4,BALAGRUSAMY E ,IT,005.133c/BAL,,DB,
224DB0484,27/08/2010,INFORMATION THEORY CODING AND CRYPTOGRAPHY,,BOSE RANJAN ,IT,003.54/BOS,,DB,
224DB0485,06/09/2010,TEACH YOURSELF WEB PUBLISHING WITH HTML 3.2 IN 14 DAYS,,LEMAY LAURA ,IT,005.73/LEM,,DB,
224DB0486,06/09/2010,GRE,18,GREEN S W ,E &amp; TC,371.26/GRE,,DB,
224DB0487,08/09/2010,POEWER ELECTRONICS,,SINGH M D ,E &amp; TC,621.317/SIN,,DB,
224DB0488,05/10/2010,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0489,25/10/2010,PROGRAMMING WITH C,,GOTTFREID B S ,COMPUTER,005.133/GOT,,DB,
224DB0490,25/10/2010,ARTIFICIALS INTELLIGENCE A MODERN APPROACH,2,RUSSEL S ,COMPUTER,006.3/RUS,,DB,
224DB0491,26/10/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0492,28/10/2010,MODERN DIGITAL ELECTRONICS,3,JAIN R P ,E &amp; TC,621.395/JAI,,DB,
224DB0493,28/10/2010,PROGRAMMING IN C,4,BALAGRUSAMY E ,COMPUTER,005.133c/BAL,,DB,
224DB0494,28/10/2010,OBJECT-ORIENTED PROGRAMMING WITH C++ AND JAVA,,BALAGURUSAMY E,COMPUTER,005.12/BAL,,DB,
224DB0495,28/10/2010,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0496,28/10/2010,THE DESIGN OF THE UNIX OPERTATING SYSTEMS,,BACH MOURICE ,COMPUTER,005.4469/BAC,,DB,
224DB0497,29/10/2010,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0498,05/10/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,COMPUTER,005.8/KAH,,DB,
224DB0499,15/11/2010,PRINCIPLES OF MULTIMEDIA,,PAREKH RANJAN ,COMPUTER,006.7/PAR,,DB,
224DB0500,15/11/2010,LET US C ++,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0501,15/11/2010,LET US C ++ SOLUTIONS,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0502,15/10/2010,LET US C ++ SOLUTIONS,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0503,15/11/2010,LET US C ++,,KANETKAR YASHAVANT ,COMPUTER,005.133/KAN,,DB,
224DB0504,15/11/2010,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0505,15/11/2010,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0506,15/11/2010,DISTRIBUTED SYSTEMS,2,TENENHAUM ANDREW ,COMPUTER,004.36/TEN,,DB,
224DB0507,15/11/2010,QUANTITATIVE APTITUDE,2,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0508,15/11/2010,INFORMATION THEORY CODING AND CRYPTOGRAPHY,,BOSE RANJAN ,IT,003.54/BOS,,DB,
224DB0509,15/11/2010,VHDL PRIMER,3,BHASKAR J. ,E &amp; TC,621.392/BHA,,DB,
224DB0510,15/11/2010,UML  2 IN A NUTSHELL,,PILONE DAN ,COMPUTER,005.12/PIL,,DB,
224DB0511,15/11/2010,UML  2 IN A NUTSHELL,,PILONE DAN ,COMPUTER,005.12/PIL,,DB,
224DB0512,15/11/2010,MAHARASHTRA DESHA,,THAKRE UDDHAV ,E &amp; TC,800/THA,,DB,
224DB0513,29/11/2010,PUZZLES TO PUZZLE YOU,,SHAKUNTALA DEVI ,E &amp; TC,793.73/SHA,,DB,
224DB0514,29/11/2010,HEAD FIRST JAVA,2,SIERRA KATHY ,IT,005.133j/SIE,,DB,
224DB0515,29/11/2010,LET US C,1,KANETKAR YASHAVANT ,ME-COMP,005.133C/KAN,,DB,339.15
224DB0516,29/11/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0517,29/11/2010,COMPUTER ORGANIZATION,3,ZAKY S.G. ,COMPUTER,004.22/ZAK,,DB,
224DB0518,29/11/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,005.8/KAH,,DB,
224DB0519,03/12/2010,DIGITAL SIGNAL PROCESSING,3,MITRA SANJIT ,ME-E&amp;TC,621.3822/MIT,,DB,
224DB0520,09/12/2010,COMPUTER FUNDAMENTALS,4,SINHA PRADEEP K ,COMPUTER,004/SIN,,DB,
224DB0521,16/12/2010,SATELLITE COMMUNICATIONS,4,RODDEY DENNIS ,E &amp; TC,621.3825/ROD,,DB,
224DB0522,16/12/2010,MANAGEMENT INFORMATION SYSTEMS,4,JAWADEKAR W ,ME-E&amp;TC,658.4038/JAW,,DB,
224DB0523,21/12/2010,MODERN DIGITAL ELECTRONICS,3,JAIN R P ,E &amp; TC,621.395/JAI,,DB,
224DB0524,23/12/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,3,STALLING WILLIAM ,COMPUTER,005.8/STA,,DB,
224DB0525,23/12/2010,THE PENTIUM MICROPROCESSOR,,ANTONAKOS JAMES ,COMPUTER,005.45/ANT,,DB,
224DB0526,17/01/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0527,17/01/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0528,17/01/2011,SATELLITE COMMUNICATIONS,2,PRATT TRRRENCE ,ME-E&amp;TC,621.3825/PRA,,DB,
224DB0529,17/01/2011,IT PROJECT MANAGMENT,3,PHILIPS J ,ME-E&amp;TC,658/PHI,,DB,
224DB0530,17/01/2011,A TEXT BOOK OF ENGINEERING PHYSICS,,AVADHANULU M N ,IT,530/AVA,,DB,
224DB0531,10/02/2011,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0532,18/01/2011,SATELLITE COMMUNICATIONS,2,PRATT TRRRENCE ,ME-E&amp;TC,621.3825/PRA,,DB,
224DB0533,21/01/2011,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,3,GAYAKWAD RAMAKANT ,E &amp; TC,621.395/GAY,,DB,
224DB0534,21/01/2011,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0535,29/01/2011,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0536,29/01/2011,UML IN A NUTSHELL,1,ALBIR SINAN ,COMPUTER,005.12/ALB,,DB,
224DB0537,29/01/2011,ELEMENTS OF ELECTROMAGNETICS,3,SADIKU MATHEW ,E &amp; TC,621.3/SAD,,DB,
224DB0538,02/02/2011,LET US C,8,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0539,02/02/2011,PRINCIPLES & APPLICATIONS OF GSM,,GARG VIJAY ,ME-E&amp;TC,621.38456/GAR,,DB,
224DB0540,17/02/2011,UML  2 IN A NUTSHELL,,PILONE DAN ,COMPUTER,005.12/PIL,,DB,
224DB0541,06/04/2011,SQL/PL/SQL:,3,BAYROSS IVAN ,COMPUTER,005.74/BAY,,DB,
224DB0542,06/04/2011,PROFESSIONAL AJAX,2,ZAKAS N.C. ,COMPUTER,005.133j/ZAK,,DB,
224DB0543,06/04/2011,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E ,COMPUTER,05.12/BAL,,DB,
224DB0544,06/04/2011,LET US C SOLUTIONS,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0545,06/04/2011,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0546,07/04/2011,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0547,07/04/2011,PROFESSIONAL C # 2005,,CHRISTIANSEN N ,COMPUTER,005.133c/CHR,,DB,
224DB0548,07/04/2011,PROFESSIONAL ASP.NET 2.00,,EVJEN BILL ,COMPUTER,005.72/EVJ,,DB,
224DB0549,08/04/2011,INTRODUCTORY COMPUTER SCIENCE WITH C++ VOL-2,,SHARMA A.K. ,COMPUTER,004/SHA,,DB,
224DB0550,08/04/2011,TEACH YOURSELF TCP/IP IN 14 DAYS,,PARKER TIMOTHY ,COMPUTER,004.628/PAR,,DB,
224DB0551,16/04/2011,PURE JAVA SERVER PAGES,,GOOD WILL JAMES ,COMPUTER,005.133c/GOO,,DB,
224DB0552,08/04/2011,PROGRAMMING WITH JAVA A PRIMER,,BALAGRUSAMY E ,COMPUTER,005.133c/BAL,,DB,
224DB0553,08/04/2011,ARTIFICIALS NEURAL NETWORKS,,YEGNANARAYANA ,COMPUTER,006.32/YEG,,DB,
224DB0554,08/04/2011,HTML DHTML JAVASCRIPT PERL CGI,,BAYROSS  NAN ,COMPUTER,005.72/BAY,,DB,
224DB0555,15/04/2011,TEXT BOOK OF REMOTE SENSING AND GEOGRAPHICAL INFORMATION SYSTEMS,,REDDY M ANJI ,E &amp; TC,910.285/RED,,DB,
224DB0556,15/04/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0557,15/04/2011,DATABASE SYSTEM CONCEPTS,5,SILBERSCHATZ ABRAHAM ,COMPUTER,005.74/SIL,,DB,
224DB0558,15/04/2011,OPERATING SYSTEMS PRINCIPLES,7,SILBERSCHATZ ABRAHAM ,COMPUTER,005.43/SIL,,DB,
224DB0559,15/04/2011,AN ETHICAL GUIDE TO HAKING MOBILE PHONE,,FADIA ANKIT ,IT,005.8/FAD,,DB,
224DB0560,15/04/2011,A MODERN APPROACH TO VERBAL & NON VERBAL REASONING,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0561,15/04/2011,ENGINEERING ELECTROMAGNETICS,,BUCK J.A. ,E &amp; TC,621.3/BUC,,DB,
224DB0562,20/04/2011,UML  2.0 IN A NUTSHELL,,DAN PILONE ,COMPUTER,005.12/DAN,,DB,
224DB0563,20/04/2011,OBJECT-ORIENTED PROGRAMMING IN TURBO C ++,,LAFORE ROBERT ,COMPUTER,005.12/LAF,,DB,
224DB0564,20/04/2011,ARTIFICIALS NEURAL NETWORKS,,YEGNANARAYANA ,COMPUTER,006.32/YEG,,DB,
224DB0565,20/04/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0566,20/04/2011,MODERN INFORMATION RETRIEVEL,,YATES RICARDO ,COMPUTER,025.524/YAT,,DB,
224DB0567,22/04/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0568,26/04/2011,ARTIFICIAL NEURAL NETWORKS,,YEGNANARAYANA B. ,COMPUTER,006.32/YEG,,DB,
224DB0569,26/04/2011,PROGRAMMING IN ANSI C,3,BALGURUSAMY E. ,COMPUTER,005.133c/BAL,,DB,
224DB0570,27/04/2011,GRAPHICS UNDER C,,KANETKAR YASHAVANT ,COMPUTER,006.6/KAN,,DB,
224DB0571,27/04/2011,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0572,27/04/2011,PROGRAMMING WITH JAVA : A PRIMER,4,BALAGRUSAMY E ,COMPUTER,005.133j/BAL,,DB,
224DB0573,04/05/2011,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS  IVAN ,COMPUTER,005.74/BAY,,DB,
224DB0574,04/05/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0575,06/05/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0576,04/05/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0577,04/05/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0578,04/05/2011,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0579,04/05/2011,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALGURUSAMY E. ,COMPUTER,005.12/BAL,,DB,
224DB0580,04/05/2011,THE OBJECT ORIENTED THOUGHT PROCESS,,WEISFELD MATT ,COMPUTER,005.12/WEI,,DB,
224DB0581,04/05/2011,THE UNUFUED MODELING LANGUAGE USER GUIDE,2,BOOCH GRADY ,COMPUTER,005.12/BOO,,DB,
224DB0582,04/05/2011,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,COMPUTER,005.8/KAH,,DB,
224DB0583,04/05/2011,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0584,04/05/2011,DIGITAL SIGNAL PROCESSING  IMPLEMENTATIONS,,RAMSH BABU ,E &amp; TC,621.3822/RAM,,DB,
224DB0585,04/05/2011,PROGRAMMING WITH JAVA A PRIMER,,BALGURUSAMY E. ,COMPUTER,005.133j/BAL,,DB,
224DB0586,04/05/2011,OPERATING SYSTEM PRINCIPLES,7,SILBERSCHATZ ABRAHAM ,COMPUTER,005.43/SIL,,DB,
224DB0587,04/05/2011,FUNDAMENTALS OF DIGITAL LOGIC DESIGN,2,ZVONKO VRANESIC ,COMPUTER,621.392/ZVO,,DB,
224DB0588,04/05/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0589,04/05/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0590,06/05/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0591,06/05/2011,LINUX KERNEL PROGRAMMING,3,BECK MICHAEL ,COMPUTER,005.4468/BEC,,DB,
224DB0592,06/05/2011,BARRONS GRE,18,GREEN S W ,E &amp; TC,371.26/GRE,,DB,
224DB0593,06/05/2011,LET US C,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0594,06/05/2011,DATA COMMUNICATIONS AND NETWORKING,4,FOROUZAN BEHROUZ ,E &amp; TC,004.65/FOR,,DB,
224DB0595,06/05/2011,PRINCIPLES OF ELECTROMAGNETICS,4,SADIKU MATHEW ,E &amp; TC,621.3/SAD,,DB,
224DB0596,06/05/2011,OBJECT-ORIENTED PROGRAMMING WITH C++,4,BALGURUSAMY E. ,COMPUTER,005.12/BAL,,DB,
224DB0597,06/05/2011,OBJECT-ORIENTED PROGRAMMING WITH C++,4,BALGURUSAMY E. ,COMPUTER,005.12/BAL,,DB,
224DB0598,06/05/2011,PROGRAMMING WITH JAVA A PRIMER,,BALGURUSAMY E. ,COMPUTER,005.133j/BAL,,DB,
224DB0599,06/05/2011,MOBILE COMMUNICATION,2,SCHILLER JOCHEN ,E &amp; TC,621.3845/SCH,,DB,
224DB0600,11/05/2011,SYSTEM PROGRAMMING AND OPERATING SYSTEMS,2,DHAMDHERE D. M. ,COMPUTER,005.42/DHA,,DB,
224DB0601,11/05/2011,LET US C,8,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0602,11/05/2011,PROBLEM SOLVING AND PROGRAMMING CONCEPTS,7,SPRANKLE M ,COMPUTER,005.12/SPR,,DB,
224DB0603,11/05/2011,COMMUNICATION SYSTEMS,4,CARLSON A BRUCE ,E &amp; TC,621.38/CAR,,DB,
224DB0604,11/05/2011,BARRONS GRE,18,GREEN S W ,E &amp; TC,371.26/GRE,,DB,
224DB0605,11/05/2011,ARTIFICIALS NEURAL NETWORKS,,YEGNANARAYANA B. ,COMPUTER,006.32/YEG,,DB,
224DB0606,11/05/2011,MODERN OPERATING SYSTEMS,2,TENENHAUM ANDREW ,COMPUTER,005.43/TEN,,DB,
224DB0607,16/05/2011,ENGINEERING CIRCUIT ANALYSIS,6,HAYT WILLIAM ,E &amp; TC,621.3192/HAY,,DB,
224DB0608,16/05/2011,LET US C SOLUTIONS,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0609,24/05/2011,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0610,23/05/2011,DISCRETE MATHEMATICAL STRUCTURE WITH APPLICATIONS TO COMPUTER SCIENCE,,TREMBLAY JEAN ,COMPUTER,511/TRE,,DB,
224DB0611,23/05/2011,DISCRETE MATHEMATICS,,BIGGS NORMAN L ,COMPUTER,511/BIG,,DB,
224DB0612,31/05/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0613,31/05/2011,STRATEGIC MANAGEMENT AND BUSINESS POLICY,3,KAZMI AZHAR ,COMPUTER,658.4012/KAZ,,DB,
224DB0614,03/06/2011,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0615,03/06/2011,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0616,04/06/2011,MICROPROCESSOR PC HARDWARE AND INTERFACING,,MATHIVANAN N ,COMPUTER,004.16/MAT,,DB,
224DB0617,04/06/2011,LET US C SOLUTIONS,3rd,KANETKAR YASHAVANT ,E &amp; TC,621.392/ROZ,,DB,233.75
224DB0618,04/06/2011,UNDERSTANDING POINTERS IN C,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0619,04/06/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0620,04/06/2011,EVEN YOU CAN HACK! WINDOWS HACKING,,FADIA ANKIT ,COMPUTER,005.8/FAD,,DB,
224DB0621,14/06/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0622,14/06/2011,ENGINEERING ELECTROMAGNETICS,7,HAYT WILLIAM ,COMPUTER,621.3/HAY,,DB,
224DB0623,16/06/2011,POWER ELECTRONICS,2,SING M D ,E &amp; TC,621.317/SIN,,DB,
224DB0624,17/06/2011,MOBILE COMMUNICATION,,SCHILLER JOCHEN ,E &amp; TC,621.3845/SCH,,DB,
224DB0625,17/06/2011,OP-AMPS AND LINEAR INTEGRATED CIRCUITS,1st,GAYAKWAD RAMAKANT  ,E &amp; TC,621.3822/PER,,DB,250.75
224DB0626,17/06/2011,ARTIFICIALS INTELLIGENCE,2,RITCHIE ELAINE ,COMPUTER,006.3/RIT,,DB,
224DB0627,17/06/2011,BIOINFORMATICS- A BEGINNERS GUIDE,,CLAVERIE JEAN ,COMPUTER,572.8633/CLA,,DB,
224DB0628,17/06/2011,ELECTRONIC INSTRUMENTATION,,KALSI H S ,E &amp; TC,621.37/KAL,,DB,
224DB0629,24/06/2011,BONDING WITH KASHMIR,,NAHAR SANJAY ,E &amp; TC,800/NAH,,DB,
224DB0630,17/06/2011,ARTIFICIALS NEURAL NETWORKS,,YEGNANARAYANA B. ,COMPUTER,006.32/YEG,,DB,
224DB0631,18/06/2011,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0632,18/06/2011,VHDL PRIMER,,ROTH CHARLES H. ,E &amp; TC,621.392/ROT,,DB,
224DB0633,18/06/2011,PRINCIPLES OF ELECTROMAGNETICS,4, ,E &amp; TC,621.3/,,DB,
224DB0634,18/06/2011,OPERATING SYSTEM CONCEPTS,5,SILBERSCHATZ ABRAHAM ,COMPUTER,005.43/SIL,,DB,
224DB0635,21/06/2011,EMBEDDED REALTIME SYSTEMS BLACK BOOK,,PRASAD K.V.K.K. ,COMPUTER,004.381/PRA,,DB,
224DB0636,22/06/2011,MODERN INFORMATION RETRIEVEL,,RICARDO YATES ,COMPUTER,0025.524/RIC,,DB,
224DB0637,02/07/2011,OPTICAL FIBER COMMUNICATIONS,,GERD KEISER ,E &amp; TC,621.38275/GER,,DB,
224DB0638,02/07/2011,QUANTITATIVE APTITUDE,2,AGGARWAL R.S.  ,IT,515.43/NAR,,DB,1
224DB0639,04/07/2011,MANAGEMENT INFORMATION SYSTEMS,4,JAWADEKAR W ,COMPUTER,658.4038/JAW,,DB,
224DB0640,06/07/2011,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0641,06/07/2011,NETWORK SECURITY  ESSENTIALS:,3,STALLING WILLIAM ,COMPUTER,005.82/STA,,DB,
224DB0642,13/07/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0643,13/07/2011,QUANTITATIVE APTITUDE,1,AGGARWAL R.S.  ,IT,519.4/KHA,,DB,1
224DB0644,13/07/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0645,13/07/2011,LET US C,6,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0646,16/07/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
