barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
224DB0223,06/05/2008,ELEMENTARY ENGINEERING DRAWING,44,BHATT D N,E &amp; TC,/D,,DB,
224DB0224,06/05/2008,ADVANCED MICROPROCESSORS AND PERIPHERIALS,,RAY AJAYKUMAR ,E &amp; TC,/AJA,,DB,
224DB0225,06/05/2008,8051 MICROCONTROLLER,2,AYALA KENNETH ,E &amp; TC,/KEN,,DB,
224DB0226,06/05/2008,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E E ,COMPUTER,/E,,DB,
224DB0227,06/05/2008,ADVANCED MS DOS PROGRAMMING,,DUNCAN RAY ,COMPUTER,/RAY,,DB,
224DB0228,12/05/2008,PROGRAMMING WITH JAVA:,2,BALAGRUSAMY E E ,COMPUTER,/E,,DB,
224DB0229,12/05/2008,PROGRAMMING WITH JAVA:,2,BALAGRUSAMY E E ,COMPUTER,/E,,DB,
224DB0230,12/05/2008,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E E ,COMPUTER,/E,,DB,
224DB0231,25/06/2008,SYSTEM PROGRAMMING AND OPERATING SYSTEMS,2,DHAMDHERE M D,COMPUTER,005.42/DHA,,DB,
224DB0232,05/06/2008,ARTIFICIAL NEURAL NETWORKW,,YEGNANARAYANA B ,COMPUTER,/B,,DB,
224DB0233,05/06/2008,COMPUTER GRAPHICS  C VERSION,,HEARN DONALD ,COMPUTER,/DON,,DB,
224DB0234,05/06/2008,FUNDAMENTALS OF DATA STRUCTURES,,HOROWITZ ELLIS ,COMPUTER,/ELL,,DB,
224DB0235,05/06/2008,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,/ATU,,DB,
224DB0236,05/06/2008,FUNDAMENTALS OF COMPUTER ALGORITHMS,,HOROWITZ ELLIS ,COMPUTER,/ELL,,DB,
224DB0237,05/06/2008,PROGRAMMING WITH JAVA:,2,BALAGRUSAMY E ELLIS ,COMPUTER,/BAL,,DB,
224DB0238,06/06/2008,ENGINEERING GRAPHICS II,7,DABHADE M ,E &amp; TC,/M,,DB,
224DB0239,07/07/2008,MICROPROCESSOR SYSTEMS,2,KATRE S J,E &amp; TC,/S,,DB,
224DB0240,07/07/2008,SYSTEM PROGRAMMING AND OPERATING SYSTEMS,2,DHAMDHERE M D,COMPUTER,/M,,DB,
224DB0241,07/07/2008,JAVA 2 :THE COMPLETE REFERENCE,3,NAUGHTON PATRICK ,COMPUTER,/PAT,,DB,
224DB0242,07/07/2008,DATA STRUCTURES THROUGH C,,KANETKAR YASHAVANT ,COMPUTER,/YAS,,DB,
224DB0243,07/07/2008,BIOINFORMATICS COMPUTING,,BERGERON BRYAN ,ME-COMP,/BER,,DB,
224DB0244,24/07/2008,TEST YOUR C++ SKILLS,,KANETKAR YASHAVANT ,ME-COMP,621.38456/SEE,,DB,4988.65
224DB0245,24/07/2008,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,/ATU,,DB,
224DB0246,24/07/2008,INTRODUCTION TO STATISTICAL SIGNAL PROCESSING WITH APPLICATIONS,2,SRINATH D M,E &amp; TC,/D,,DB,
224DB0247,24/07/2008,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,/ATU,,DB,
224DB0248,05/08/2008,SOFTWARE ENGINEERING,6,PRESSMAN ROGERS ,COMPUTER,/ROG,,DB,
224DB0249,05/08/2008,ENGINEERING DRAWING,49,BHATT D N,E &amp; TC,/D,,DB,
224DB0250,21/08/2008,ENGINEERING DRAWING,49,BHATT D N,E &amp; TC,/D,,DB,
224DB0251,09/01/2009,ESSENTIAL OF MANAGEMENT,,KOONTZ HAROLD ,IT,/KOO,,DB,
224DB0252,09/01/2009,C PROGRAMMING LANGUAGE,,KERNIGHAN BRIAN W. ,COMPUTER,/KER,,DB,
224DB0253,09/01/2009,INTRODUCTION TO OBJECT ORIENTED PROGRAMMING WITH JAVA,,WIU THOMOS ,COMPUTER,/WIU,,DB,
224DB0254,09/01/2009,LET US C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0255,09/01/2009,VISUAL BASIC 6 PROGRAMMING BLACK BOOK,,HOLZNER STEVE ,COMPUTER,/HOL,,DB,
224DB0256,09/01/2009,EXPLORING C,,KANETKAR YASHAVANT ,IT,005.133/KAN,,DB,
224DB0257,09/01/2009,IBM PC ASSEMBLY LANGUAGE AND PROGRAMMING,5,ABEL PETER ,E &amp; TC,005.2/ABE,,DB,
224DB0258,09/01/2009,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,/KAH,,DB,
224DB0259,09/01/2009,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E ,COMPUTER,/BAL,,DB,
224DB0260,09/01/2009,ELEMENTARY ENGINEERING DRAWING PLANE AND SOLID GEOMETERY,49,BHATT N.D. ,COMPUTER,/BHA,,DB,
224DB0261,09/01/2009,PROFESSIONAL APACHE TOMCAT 5,,CHOPRA VIVEK ,COMPUTER,/CHO,,DB,
224DB0262,09/01/2009,COMPUTER FUNDAMENTALS,4,SINHA PRADEEP K ,COMPUTER,/SIN,,DB,
224DB0263,09/01/2009,ADVANCED MS DOS PROGRAMMING,2,DUNCAN RAY ,COMPUTER,/DUN,,DB,
224DB0264,09/01/2009,MICROPROCESSOR AND INTERFACING,2,HALL DOUGLAS V. ,E &amp; TC,/HAL,,DB,
224DB0265,09/01/2009,SQL/PL/SQL:,,BAYROSS IVAN ,COMPUTER,/BAY,,DB,
224DB0266,09/01/2009,IT PROJECT MANAGMENT,2,PHILLIPS JOSEPH ,IT,/PHI,,DB,
224DB0267,13/01/2009,MICROCONTROLLERS,,DESHMUKH AJAY ,E &amp; TC,/DES,,DB,
224DB0268,13/01/2009,ADVANCED MS DOS PROGRAMMING,,DUNCAN RAY ,COMPUTER,/DUN,,DB,
224DB0269,13/02/2009,TEXTBOOK OF REMOTR SENSING & GEOGRAPHICAL INFORMATION SYSTEMS.,,REDDY M ANJI ,ME-COMP,/RED,,DB,
224DB0270,13/02/2009,MANAGERIAL ECONOMICS & FINANCIAL ANALYSIS,3,ARYASRI A ,COMPUTER,/ARY,,DB,
224DB0271,13/02/2009,ADVANCED MICROPROCESSORS AND PERIPHERIALS,2,RAY A K ,E &amp; TC,/RAY,,DB,
224DB0272,13/02/2009,"COMPUTER FUNDAMENTALS CONCEPTS, SYSTEMS AND APPLIC",,SINHA PRADEEP K ,IT,/SIN,,DB,
224DB0273,18/02/2009,"COMPUTER FUNDAMENTALS CONCEPTS, SYSTEMS AND APPLIC",,SINHA PRADEEP K ,IT,/SIN,,DB,
224DB0274,18/02/2009,COMPUTER  FUNDAMENTALS,4,SINHA PRADEEP K ,IT,/SIN,,DB,
224DB0275,18/02/2009,"COMPUTER FUNDAMENTALS CONCEPTS, SYSTEMS AND APPLIC",,SINHA PRADEEP K ,IT,/SIN,,DB,
224DB0276,18/02/2009,COMPUTER SCIENCE:A STRUCTURED PROGRAMMING APPROACH USING C,1,FOROUZAN BEHROUZ ,IT,/FOR,,DB,
224DB0277,18/02/2009,COMPUTER SCIENCE A STRUCTURED PROGRAMMING APPROACH USING C,,FOROUZAN BEHROUZ ,IT,/FOR,,DB,
224DB0278,18/02/2009,FUNDAMENTALS OF ALGORITHMICS,,BRASSARD GILLES ,COMPUTER,/BRA,,DB,
224DB0279,18/02/2009,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E ,COMPUTER,/BAL,,DB,
224DB0280,18/02/2009,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,/KAH,,DB,
224DB0281,17/03/2009,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0282,17/03/2009,ARTIFICIALS INTELLIGENCE,2,RICH ELAINE ,COMPUTER,006.3/RIC,,DB,
224DB0283,17/03/2009,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0284,17/03/2009,ADVANCED MS DOS PROGRAMMING,,DUNCAN RAY ,COMPUTER,005.4469/DUN,,DB,
224DB0285,17/03/2009,C++ FAQS,2,CLINE M. ,COMPUTER,005.133c/CLI,,DB,
224DB0286,17/03/2009,DATA COMMUNICATIONS AND DISTRIBUTED NETWORKS,3,BLACK UYLESS ,COMPUTER,004.678/BLA,,DB,
224DB0287,17/03/2009,AN INTRODUCTION TO DIGITAL COMPUTER DESIGN,3,RAJARAMAN V ,IT,621.392/RAJ,,DB,
224DB0288,17/03/2009,C++ HOW TO PROGRAM,3,DEITEL H M ,IT,005.133c/DEI,,DB,
224DB0289,17/03/2009,INSIDE CORBA,,MOWBRAY THOMAS ,IT,005.276/MOW,,DB,
224DB0290,17/03/2009,PROGRAMMING IN C#,,BALAGRUSAMY E ,IT,005.133c/BAL,,DB,
224DB0291,05/05/2009,ENGINEERING DRAWING,48,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0292,05/05/2009,THE 8086 8088 FAMILY,,UFFENBECK JHON ,E &amp; TC,004.16/UFF,,DB,
224DB0293,05/05/2009,UNIX SYSTM PROGRAMMING USING C++,2,TERRENCE C ,IT,005.4469/TER,,DB,
224DB0294,05/05/2009,COMPUTER GRAPHICS PRINCIPLES & PRACTICE,2,FOLEY JAMES ,COMPUTER,006.6/FOL,,DB,
224DB0295,05/05/2009,FUNDAMENTALS OF OPTICS,4,JENKIS F ,COMPUTER,535/JEN,,DB,
224DB0296,05/05/2009,VISUAL BASIC 6 PROGRAMMING BLACK BOOK,,HOLZNER STEVE ,COMPUTER,005.268/HOL,,DB,
224DB0297,05/05/2009,TEACH YOURSELF PL / SQL IN 21 DAYS,2,GENNICK J ,COMPUTER,005.74/GEN,,DB,
224DB0298,05/05/2009,MICROPROCESSOR AND INTERFACING PROGRAMMING AND HAD,2,HALL DOUGLAS V. ,E &amp; TC,004.16/HAL,,DB,
224DB0299,05/05/2009,IBM PC ASSEMBLY LANGUAGE AND PROGRAMMING,5,ABEL  PETER ,E &amp; TC,005.2/ABE,,DB,
224DB0300,05/05/2009,BARRONS GRE,17,GREEN S W ,COMPUTER,371.26/GRE,,DB,
224DB0301,05/05/2009,ENGINEERING DRAWING,,JOLHE D A ,COMPUTER,604.2/JOL,,DB,
224DB0302,05/05/2009,GETTING STARTED WITH MATLAB 7,,PRATAP RUDRA ,COMPUTER,519.4/PRA,,DB,
224DB0303,05/05/2009,INFORMATION THEORY CODING AND CRYPTOGRAPHY,,BOSE RANJAN ,COMPUTER,003.54/BOS,,DB,
224DB0304,05/05/2009,INFORMATION THEORY CODING AND CRYPTOGRAPHY,,BOSE RANJAN ,COMPUTER,003.54/BOS,,DB,
224DB0305,05/05/2009,THEORY OF COMPUTER SCIENCE,2,MISHRA K. L. P. ,COMPUTER,004/MIS,,DB,
224DB0306,05/05/2009,IBM PC ASSEMBLY LANGUAGE AND PROGRAMMING,3,ABEL  PETER ,E &amp; TC,005.2/ABE,,DB,
224DB0307,05/05/2009,MICROPROCESSOR AND INTERFACING PROGRAMMING AND HAD,,HALL DOUGLAS V. ,E &amp; TC,004.16/HAL,,DB,
224DB0308,05/05/2009,DIGITAL SIGNAL PROCESSING,4,PROKIS JOHN ,E &amp; TC,621.3822/PRO,,DB,
224DB0309,05/05/2009,INFORMATION THEORY CODING AND CRYPTOGRAPHY,2,BOSE RANJAN ,IT,003.54/BOS,,DB,
224DB0310,05/05/2009,INFORMATION THEORY CODING AND CRYPTOGRAPHY,2,BOSE RANJAN ,IT,003.54/BOS,,DB,
224DB0311,05/05/2009,ENGINEERING DRAWING,49,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0312,11/05/2009,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0313,11/05/2009,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0314,11/05/2009,TEST YOUR C SKILLS,,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0315,18/05/2009,INFORMATION THEORY CODING AND CRYPTOGRAPHY,2,BOSE RANJAN ,IT,003.54/BOS,,DB,
224DB0316,18/05/2009,ENGINEERING DRAWING,45,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0317,18/05/2009,ENGINEERING DRAWING,49,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0318,02/06/2009,ARTIFICIALS INTELLIGENCE,2,RICH ELAINE ,COMPUTER,006.3/RIC,,DB,
224DB0319,02/06/2009,DISTRIBUTED OPERATING SYSTEMS,,TANENBAUM ANDERSON ,COMPUTER,005.44/TAN,,DB,
224DB0320,02/06/2009,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0321,02/06/2009,DIGITAL INSTRUMENTATION,,BOUWENS A J ,E &amp; TC,621.37/BOU,,DB,
224DB0322,02/06/2009,COMPUTER NETWORKS,4,TANENBAUM ANDERSON ,COMPUTER,004.6/TAN,,DB,
224DB0323,06/07/2009,ARTIFICIALS INTELLIGENCE,2,ELAINE RICH ,COMPUTER,006.3/ELA,,DB,
224DB0324,06/07/2009,BARRON'S GRE 2009,,GREEN S W ,COMPUTER,371.26/GRE,,DB,
224DB0325,06/07/2009,PROGRAMMING IN ANSI C,4,BALGURUSAMY E. ,COMPUTER,005.133c/BAL,,DB,
224DB0326,06/07/2009,DIGITAL SIGNAL PROCESSING,3,PROKIS JOHN ,E &amp; TC,621.3822/PRO,,DB,
224DB0327,06/07/2009,THE PENTIUM MICROPROCESSOR,,ANTONAKOS JAMES ,E &amp; TC,005.45/ANT,,DB,
224DB0328,06/07/2009,ADVANCED MICROPROCESSORS AND PERIPHERIALS,,RAY A K ,E &amp; TC,004.16/RAY,,DB,
224DB0329,13/07/2009,ADVANCED MICROPROCESSORS AND PERIPHERIALS,,RAY A K ,E &amp; TC,004.16/RAY,,DB,
224DB0330,13/07/2009,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,3,IVEN BYROSS ,E &amp; TC,005.74/IVE,,DB,
224DB0331,13/07/2009,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,3,IVAN BYROSS ,E &amp; TC,005.74/IVA,,DB,
224DB0332,13/07/2009,LET US C,8,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0333,13/07/2009,ADVANCED MS DOS PROGRAMMING,,DUNCAN RAY ,IT,005.4469/DUN,,DB,
224DB0334,13/07/2009,THEORY OF COMPUTER SCIENCE,2,MISHRA K. L. P. ,IT,004/MIS,,DB,
224DB0335,13/07/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,IVAN BYROSS ,IT,005.74/IVA,,DB,
224DB0336,13/07/2009,TEACH YOURSELF SQL IN 21 DAYS,3,STEPHENS R K ,COMPUTER,005.74/STE,,DB,
224DB0337,09/09/2009,ENGINEERING DRAWING,45,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0338,09/09/2009,ELECTRONICS DEVICES,6,FLOYED THOMAS L. ,E &amp; TC,621.3815/FLO,,DB,
224DB0339,09/09/2009,QUANTITATIVE APTITUDE,,SIJWALI B S ,COMPUTER,371.26/SIJ,,DB,
224DB0340,09/09/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS  NAN ,COMPUTER,005.74/BAY,,DB,
224DB0341,30/10/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0342,30/10/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0343,19/01/2011,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0344,30/10/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0345,02/11/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0346,02/11/2009,VHDL PRIMER,3,BHASKAR J. ,E &amp; TC,621.392/BHA,,DB,
224DB0347,02/11/2009,LEX AND YACC,,LEVINE JOHN ,COMPUTER,005.4469/LEV,,DB,
224DB0348,02/11/2009,LEX AND YACC,,LEVINE JOHN ,COMPUTER,005.4469/LEV,,DB,
224DB0349,02/11/2009,GRAPHICS UNDER C,,KANETKAR YASHAVANT ,COMPUTER,006.6/KAN,,DB,
224DB0350,02/11/2009,UNIX CONCEPTS AND APPLICATIONS,3,DAS SUMITABHA ,COMPUTER,005.4469/DAS,,DB,
224DB0351,02/11/2009,FUNDAMENTALS OF DATA STRUCTURES IN PASCAL,,HOROWITZ ELLIS ,COMPUTER,005.73/HOR,,DB,
224DB0352,19/01/2011,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0353,02/11/2009,MICROPRPCESSORS AND INTERFACING,,HALL DOUGLAS V. ,E &amp; TC,004.16/HAL,,DB,
224DB0354,02/11/2009,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0355,02/11/2009,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0356,03/11/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0357,03/11/2009,MS DOS PROGRAMMING,2,DUNCAN RAY ,COMPUTER,005.4469/DUN,,DB,
224DB0358,03/11/2009,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN W. ,COMPUTER,005.133c/KER,,DB,
224DB0359,03/11/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0360,03/11/2009,ORACLE7 SERVER ADMINISTRATORS GUIDE,, ,COMPUTER,005.75/,,DB,
224DB0361,03/11/2009,ADVANCED MS DOS PROGRAMMING,2,DUNCAN RAY ,COMPUTER,005.4469/DUN,,DB,
224DB0362,03/11/2009,ENGINEERING DRAWING,49, ,COMPUTER,604.2/,,DB,
224DB0363,03/11/2009,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0364,04/11/2009,ADVANCED MS DOS PROGRAMMING,2,DUNCAN RAY ,COMPUTER,005.4469/DUN,,DB,
224DB0365,06/11/2009,LEX AND YACC,,LEVINE JOHN ,COMPUTER,005.4469/LEV,,DB,
224DB0366,07/11/2009,UML  2 TOOLKIT,,ERIKSSON H ,IT,005.12/ERI,,DB,
224DB0367,13/11/2009,DATABASE PROGRAMMING WITH JDBC & JAVA,, ,COMPUTER,005.74/,,DB,
224DB0368,14/11/2009,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0369,18/11/2009,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0370,18/11/2009,COMMUNICATION SYSTEMS,,CARLSON A BRUCE ,COMPUTER,621.38/CAR,,DB,
224DB0371,18/11/2009,LEX AND YACC,,LEVINE JOHN ,COMPUTER,005.4469/LEV,,DB,
224DB0372,18/11/2009,VHDL PROGRAMMING BY EXAMPLE,4,PERRY DOUGLAS ,E &amp; TC,621.392/PER,,DB,
224DB0373,21/11/2009,C ANSWER BOOK,,TONDO CLOVIS ,IT,005.133c/TON,,DB,
224DB0374,30/11/2009,ENGINEERING DRAWING,45,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0375,30/11/2009,ENGINEERING DRAWING,45,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0376,30/11/2009,VECTOR MECHANICS FOR ENGINEERS STATICS AND DYNAMICS,8,BEER F P ,COMPUTER,620.103/BEE,,DB,
224DB0377,08/12/2009,PROGRAMMING WITH JAVA 2,2,BALAGRUSAMY E ,COMPUTER,005.133j/BAL,,DB,
224DB0378,08/12/2009,ENGINEERING DRAWING,49,BHATT N.D. ,COMPUTER,604.2/BHA,,DB,
224DB0379,08/12/2009,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,4,BAYROSS IVAN,COMPUTER,005.74/BAY,,DB,
224DB0380,22/12/2009,COMMUNICATION SYSTEMS ENGINEERING,4,CARLSON A BRUCE ,COMPUTER,621.38/CAR,,DB,
224DB0381,22/12/2009,UML 2.0 IN A NUTSHELL,,PILONE DAN ,COMPUTER,005.12/PIL,,DB,
224DB0382,23/12/2009,VISUAL BASIC 6 PROGRAMMING BLACK BOOK,,HOLZNER STEVE ,COMPUTER,005.268/HOL,,DB,
224DB0383,23/12/2009,VISUAL BASIC 6 PROGRAMMING BLACK BOOK,,HOLZNER STEVE ,COMPUTER,005.268/HOL,,DB,
224DB0384,08/01/2010,LET US C,5,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,395.5
224DB0385,08/01/2010,OBJECT-ORIENTED PROGRAMMING WITH C++,,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB0386,08/01/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0387,08/01/2010,A VHDL PRIMER,3,BHASKAR J. ,E &amp; TC,621.392/BHA,,DB,
224DB0388,29/01/2010,COMPUTER FUNDAMENTALS,,SINHA PRADEEP K ,IT,004/SIN,,DB,
224DB0389,29/01/2010,LEX AND YACC,2,LEVINE J R ,COMPUTER,005.4469/LEV,,DB,
224DB0390,29/01/2010,POWER ELECTRONICS,,SINGH M D ,E &amp; TC,621.317/SIN,,DB,
224DB0391,03/02/2010,ARTIFICIALS NEURAL NETWORKS,,YEGNANARAYANA ,E &amp; TC,006.32/YEG,,DB,
224DB0392,03/02/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0393,03/02/2010,QUANTITATIVE APTITUDE,,AGGARWAL R S ,COMPUTER,371.26/AGG,,DB,
224DB0394,16/02/2010,QUANTITATIVE APTITUDE,,AGGARWAL R S ,COMPUTER,371.26/AGG,,DB,
224DB0395,16/02/2010,COMPUTER FUNDAMENTALS,,SINHA PRADEEP K ,IT,004/SIN,,DB,
224DB0396,22/02/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,005.8/KAH,,DB,
224DB0397,05/03/2010,DATABASE SYSTEM CONCEPTS,5,SILBERSCHATZ ABRAHAM ,COMPUTER,005.74/SIL,,DB,
224DB0398,06/03/2010,LET US C,8,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0399,08/03/2010,DISTRIBUTED SYSTEMS CONCEPTS & DESIGN,2,TENENHAUM ANDREW ,COMPUTER,004.36/TEN,,DB,
224DB0400,08/03/2010,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZADI M A ,E &amp; TC,629.895/MAZ,,DB,
224DB0401,15/03/2010,OBJECT-ORIENTED PROGRAMMING WITH C++,3,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB0402,15/03/2010,LET US C,8,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0403,15/03/2010,ELECTRONIC INSTRUMENTATION,2,KALSI H S ,E &amp; TC,621.37/KAL,,DB,
224DB0404,31/03/2010,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0405,31/03/2010,FIGURING THE JOY OF NUMBERS,,SHAKUNTALA DEVI ,COMPUTER,793.73/SHA,,DB,
224DB0406,31/03/2010,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,COMPUTER,005.8/KAH,,DB,
224DB0407,31/03/2010,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2, ,E &amp; TC,629.895/,,DB,
224DB0408,31/03/2010,FUNDAMENTALS OF ELECTRICAL ENGINEERING,2,BOBROW L.S. ,IT,621.3/BOB,,DB,
224DB0409,19/04/2010,SEARCH ENGINE MARKETING INC,,HUNT B ,COMPUTER,/HUN,,DB,
224DB0410,19/04/2010,THE NEW LANGUAGE OF BUSINESS SOA & WEB 2.0,,CARTER S ,COMPUTER,/CAR,,DB,
224DB0411,19/04/2010,VIRAL DATA IN SOA,,FISHMAN S.A. ,COMPUTER,/FIS,,DB,
224DB0412,19/04/2010,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN W. ,COMPUTER,005.133c/KER,,DB,
224DB0413,19/04/2010,GRAPHICS UNDER C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0414,31/01/2011,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN W. ,COMPUTER,005.133c/KER,,DB,
224DB0415,19/04/2010,DO IT WRONG QUICKLY,,MIKE MORAN ,COMPUTER,/MIK,,DB,
224DB0416,19/04/2010,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0417,19/04/2010,TEST OF REASONING,,DATASON R P ,COMPUTER,006.3/DAT,,DB,
224DB0418,19/04/2010,A MODERN APPROACH TO VERBAL & NON VERBAL REASONING,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0419,01/02/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0420,19/04/2010,COMPUTER FUNDAMENTALS,4,SINHA PRADEEP K ,COMPUTER,004/SIN,,DB,
224DB0421,01/02/2011,PROGRAMMING WITH JAVA,2,BALAGRUSAMY E ,COMPUTER,005.133j/BAL,,DB,
224DB0422,07/05/2010,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0423,07/05/2010,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0424,07/05/2010,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0425,07/05/2010,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0426,07/05/2010,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0427,07/05/2010,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E ,E &amp; TC,005.137c/BAL,,DB,
224DB0428,07/05/2010,PROGRAMMING IN ANSI C,4,BALAGRUSAMY E ,E &amp; TC,005.133c/BAL,,DB,
224DB0429,07/05/2010,DISTRIBUTED SYSTEMS,2,TENENHAUM ANDREW ,COMPUTER,004.36/TEN,,DB,
224DB0430,01/02/2011,DATA STRUCTURES THROUGH C++,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0431,07/05/2010,GRAPHICS UNDER C,,KANETKAR YASHAVANT ,COMPUTER,"005,133C/KAN",,DB,
224DB0432,07/05/2010,WRITING TSRS THROUGH C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
